altitude,device_id,error_flag,error_message,exposure_time,filename_string,friendly_name,image_id,latitude,longitude,navstatus,ping_depth,pressure_depth,recording_status,sensor_gain,sensor_temperature,sequence_name,sequence_path,shutdown_status,speed_over_ground,time_msecs,time_secs,version,write_file
0,REEFSCAN_02,FALSE,No Errors,1356,20230320_012257_000_0014.jpg,,14,-9.598901667,143.7811133,0,2084,0.667792082,TRUE,18,56.5,20230320_012253_Seq24,/media/jetson/data/images/20230320_012253_Seq24,FALSE,3.1,0,1679275377,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1356,20230320_012257_000_0015.jpg,,15,-9.598906667,143.78111,0,2094,0.632358432,TRUE,18,56.5,20230320_012253_Seq24,/media/jetson/data/images/20230320_012253_Seq24,FALSE,2.96,0,1679275377,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1356,20230320_012258_000_0016.jpg,,16,-9.598911667,143.7811067,0,2095,0.670010984,TRUE,18,56.5,20230320_012253_Seq24,/media/jetson/data/images/20230320_012253_Seq24,FALSE,2.76,0,1679275378,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1356,20230320_012258_000_0017.jpg,,17,-9.598916667,143.7811017,0,2095,0.671660006,TRUE,18,56.5,20230320_012253_Seq24,/media/jetson/data/images/20230320_012253_Seq24,FALSE,2.69,0,1679275378,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1356,20230320_012258_000_0018.jpg,,18,-9.59892,143.7811,0,2101,0.682432234,TRUE,18,56.5,20230320_012253_Seq24,/media/jetson/data/images/20230320_012253_Seq24,FALSE,2.54,0,1679275378,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1356,20230320_012259_000_0019.jpg,,19,-9.598925,143.7810967,0,2102,0.704970777,TRUE,18,56.5,20230320_012253_Seq24,/media/jetson/data/images/20230320_012253_Seq24,FALSE,2.59,0,1679275379,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1356,20230320_012259_000_0020.jpg,,20,-9.59893,143.7810933,0,2105,0.65555352,TRUE,18,56.5,20230320_012253_Seq24,/media/jetson/data/images/20230320_012253_Seq24,FALSE,2.55,0,1679275379,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1356,20230320_012259_000_0021.jpg,,21,-9.598935,143.78109,0,2107,0.674999893,TRUE,18,56.5,20230320_012253_Seq24,/media/jetson/data/images/20230320_012253_Seq24,FALSE,2.63,0,1679275379,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1356,20230320_012300_000_0022.jpg,,22,-9.598938333,143.7810883,0,2107,0.705371082,TRUE,18,56.5,20230320_012253_Seq24,/media/jetson/data/images/20230320_012253_Seq24,FALSE,2.7,0,1679275380,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1356,20230320_012300_000_0023.jpg,,23,-9.598943333,143.781085,0,2107,0.648869038,TRUE,18,56.5,20230320_012253_Seq24,/media/jetson/data/images/20230320_012253_Seq24,FALSE,2.84,0,1679275380,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1356,20230320_012300_000_0024.jpg,,24,-9.598948333,143.7810817,0,2110,0.642813265,TRUE,18,56.5,20230320_012253_Seq24,/media/jetson/data/images/20230320_012253_Seq24,FALSE,2.91,0,1679275380,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1356,20230320_012301_000_0025.jpg,,25,-9.598953333,143.78108,0,2120,0.632936001,TRUE,18,56.5,20230320_012253_Seq24,/media/jetson/data/images/20230320_012253_Seq24,FALSE,2.97,0,1679275381,1.1.0,TRUE
0,REEFSCAN_02,FALSE,No Errors,1356,20230320_012301_000_0026.jpg,,26,-9.598958333,143.7810767,0,2110,0.61803031,TRUE,18,56.5,20230320_012253_Seq24,/media/jetson/data/images/20230320_012253_Seq24,FALSE,3.13,0,1679275381,1.1.0,TRUE
